,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,stjerten256,0.025,0,0.0006176670556165375,0.00029733867797519537,0.00029652000803477227,0.001353693695259067,0.00031918994496521404,0.00038187727307341217,0.00031918994466949725,0.00038187727307341217,32.0924556192198,35.26748593860556,35.279459967822625,28.684795937807127,34.9595079813241,34.18076187325837,34.95950798534767,34.18076187325837
1,stjerten256,0.025,1,0.0006244424818620863,0.0002983504547289423,0.0002961061633581325,0.0013586986415776937,0.0003208406795138368,0.0003913075492416098,0.0003208406795138368,0.0003913075492416098,32.045075588276035,35.252732958922145,35.28552552811413,28.668768588033174,34.93710572531444,34.07481773458002,34.93710572531444,34.07481773458002
2,stjerten256,0.025,2,0.0006237480628982736,0.0003021377045622753,0.0002983232054865795,0.001364386127312595,0.00032498072009976085,0.00038888524481442877,0.00032498071975602116,0.00038888524481442877,32.0499079010426,35.19795074589137,35.253129631220304,28.650627050241084,34.88142403336986,34.10178534654649,34.8814240379635,34.10178534654649
3,stjerten256,0.025,3,0.0006202428626793965,0.0002960489205326516,0.0002973877764134776,0.001341788843937569,0.0003187096151509379,0.0003883250981582115,0.0003187096151509379,0.0003883250981582115,32.07438224583828,35.2863651812384,35.26676886336173,28.723158233086327,34.96604834097637,34.1080453930364,34.96604834097637,34.1080453930364
4,stjerten256,0.025,4,0.0006204955265459102,0.0003016501147749787,0.00029976474404542087,0.0013482671464338648,0.0003232826081998709,0.00039149840651622595,0.0003232826081998709,0.00039149840651622595,32.072613451941464,35.204965051026555,35.2321944676092,28.702240479140734,34.90417658722788,34.07270001275562,34.90417658722788,34.07270001275562
5,stjerten256,0.05,0,0.0024202192532763967,0.0008839436974013463,0.0007245011831489225,0.0023786312991681217,0.0008932341109479671,0.0009215600249515873,0.0008932341107922444,0.0009215600249515873,26.16145288492781,30.535753963971363,31.399609009662658,26.23672870760641,30.490347003860812,30.35476372158137,30.490347004617945,30.35476372158137
6,stjerten256,0.05,1,0.002449779004432306,0.0008760118702601024,0.0007230138294751201,0.0024152494060549028,0.0008630314774799162,0.0009125751950208955,0.0008630314772333103,0.0009125751950208955,26.108730917515956,30.574900089534562,31.408533956414427,26.17038016017769,30.639733639064293,30.397313400910313,30.63973364030526,30.397313400910313
7,stjerten256,0.05,2,0.002446118553652274,0.0008831382851687765,0.0007336511073495499,0.0024125558453156485,0.0008685244871818535,0.0009344440912367966,0.0008685244871818535,0.0009344440912367966,26.115224982607792,30.539712876075434,31.345104226123212,26.175226249140273,30.612179325444146,30.29446677799017,30.612179325444146,30.29446677799017
8,stjerten256,0.05,3,0.00243936986873759,0.0008695658617473939,0.0007180127890775583,0.0023896379759888184,0.0008553028203329329,0.0009179947500996025,0.0008553028203329329,0.0009179947500996025,26.12722344920684,30.606975185373926,31.438678201360467,26.21667888566241,30.678800958967393,30.371598024690112,30.678800958967393,30.371598024690112
9,stjerten256,0.05,4,0.002433382737607346,0.0008722246136742307,0.0007194765071670892,0.0023761519474692406,0.0008199646610114555,0.0009211790765398596,0.0008199646610114555,0.0009211790765398596,26.137895771529966,30.5937166195052,31.42983382372644,26.241257910319803,30.862048645168215,30.356559350656873,30.862048645168215,30.356559350656873
