,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,stjerten256,0.05,0,0.0024271262740213286,0.0009461654939991203,0.0009562293523254021,0.0014998275600940454,0.0008523336954327027,0.0011872265403383665,0.0008523336954327027,0.0011872265403383665,26.149076284129823,30.240328944179033,30.194379293734418,28.239586702807213,30.69390342190717,29.254664033439695,30.69390342190717,29.254664033439695
1,stjerten256,0.05,1,0.002422023874943931,0.0009373273936845974,0.0009476703975661023,0.001525126722019204,0.0008585912578483111,0.0011569704790996295,0.0008585912578483111,0.0011569704790996295,26.15821580142058,30.28108690396958,30.233426852446463,28.166940695059097,30.662135378080908,29.366777222303554,30.662135378080908,29.366777222303554
2,stjerten256,0.05,2,0.002428366131711202,0.0009311959189580126,0.0009456989275775863,0.0015336385781180312,0.0008598757038442959,0.0011581579620370112,0.0008598757038353206,0.0011581579620370112,26.146858328380887,30.30958936020969,30.24247103453298,28.142769754735923,30.655643220539645,29.362322028171583,30.655643220584977,29.362322028171583
3,stjerten256,0.05,3,0.0024200503464965398,0.000940691222139623,0.0009473585625127734,0.0015170625279417717,0.0008512860399865364,0.001159648938242873,0.0008512860399517061,0.001159648938242873,26.16175598904615,30.265529084828906,30.234856152441346,28.189965187647257,30.699244884289904,29.356734653070653,30.699244884467593,29.356734653070653
4,stjerten256,0.05,4,0.0024367222166667302,0.0009394046835576805,0.0009475436141690558,0.001523083666239617,0.0008538907645529702,0.0011622223273282432,0.0008538907645529702,0.0011622223273282432,26.131939770298573,30.271472789002836,30.234007909039285,28.172762392849897,30.685976836273746,29.347107856324797,30.685976836273746,29.347107856324797
5,stjerten256,0.1,0,0.008948464532283183,0.002837246062552154,0.002800215156394094,0.0034364292241246277,0.002390638122772499,0.0033509469956899997,0.002390638122685561,0.0033509469956899997,20.482514789148464,25.471029980164314,25.528085980703526,24.638925962882126,26.214861592156304,24.748324416548527,26.21486159231424,24.748324416548527
6,stjerten256,0.1,1,0.008935254037772428,0.0029196896444957203,0.0027720765881934744,0.003489831539826087,0.0024295247220671523,0.0032972620173296434,0.0024295247220665725,0.0032972620173296434,20.488930955775434,25.346633104852696,25.57194775008891,24.57195536676847,26.14478677336633,24.81846540221411,26.144786773367365,24.81846540221411
7,stjerten256,0.1,2,0.008963659835183872,0.0028748884207521,0.0027758365810812095,0.003496478949222932,0.00243526887766167,0.003272015206445423,0.002435268877703732,0.003272015206445423,20.47514633005529,25.413790063454876,25.566061052286223,24.563690821138152,26.134530814152036,24.85184686644972,26.13453081407702,24.85184686644972
8,stjerten256,0.1,3,0.00893906962718419,0.002862437784942323,0.002764461348499296,0.003473027847658607,0.0024073334560265045,0.003283096166003096,0.0024073334560265045,0.003283096166003096,20.487076799519826,25.432639439358546,25.583894778000584,24.59291734386911,26.184637484944187,24.83716396054449,26.184637484944187,24.83716396054449
9,stjerten256,0.1,4,0.008962330865438491,0.0028275553295261254,0.002757995022271474,0.0034591946472606774,0.0024036607825248173,0.0032646629875436217,0.0024036607825248173,0.0032646629875436217,20.4757902712887,25.485888880566968,25.594065219897495,24.610249997512256,26.19126822306761,24.861616444668293,26.19126822306761,24.861616444668293
10,stjerten256,0.2,0,0.029946389522841246,0.010111821847122952,0.00990240484826894,0.0079879362256414,0.007203137859584941,0.010473260664651004,0.007203137859584941,0.010473260664651004,15.236555306979294,19.951705905147165,20.042593220183708,20.975654111226408,21.424782732582848,19.79918087355991,21.424782732582848,19.79918087355991
11,stjerten256,0.2,1,0.029919885722872287,0.010185374159866535,0.009917113786065667,0.008103503756940689,0.007366970863754198,0.010485844145170153,0.007366970863754198,0.010485844145170153,15.240400695649543,19.920230125567272,20.036147037700243,20.913271621962814,21.327110477690873,19.79396601647625,21.327110477690873,19.79396601647625
12,stjerten256,0.2,2,0.029951321779612253,0.010012787363565104,0.009705463279430162,0.00804639289583193,0.007372596953072608,0.010158590769121522,0.0073725969530726125,0.010158590769121522,15.235840070334273,19.994450066260836,20.12983729219668,20.94398765161997,21.323795075645563,19.931665345366486,21.323795075645563,19.931665345366486
13,stjerten256,0.2,3,0.029895143368657034,0.010323541324628333,0.0098253073240619,0.007976948150886015,0.007253187704405009,0.010356055518391687,0.007253187704405009,0.010356055518391687,15.243993594852652,19.861712994214727,20.076538565192696,20.98163230796618,21.394710833361987,19.848056299959023,21.394710833361987,19.848056299959023
14,stjerten256,0.2,4,0.029827545431162242,0.010161551245296463,0.009821103058545869,0.007934367557504388,0.007188376158710846,0.010421944053815031,0.007188376158708592,0.010421944053815031,15.253824841358377,19.93039988327004,20.078397316289088,21.004876848174376,21.433692048827552,19.820512625053382,21.433692048828913,19.820512625053382
15,baboon256,0.05,0,0.0024661188047098983,0.0017003261357953043,0.0017235701390945237,0.005702019091587947,0.0017450794275518011,0.0022023273527328594,0.0017450794275513752,0.0022023273527328594,26.07986005198886,27.694677695678124,27.635710386836998,22.43971332912666,27.581848012764777,26.571181272720125,27.581848012765832,26.571181272720125
16,baboon256,0.05,1,0.0024632519239493156,0.001707600727086803,0.0017282651182314891,0.005696205599808594,0.0017288216007185055,0.0022041189900325574,0.0017288216007185055,0.0022041189900325574,26.084911693277427,27.67613668947899,27.62389635379541,22.444143435897935,27.622498198093094,26.56764963667973,27.622498198093094,26.56764963667973
17,baboon256,0.05,2,0.0024666608592913463,0.0017040750261737303,0.0017248091151089628,0.005772760774617208,0.0017569735766875007,0.0022141873585542625,0.0017569735766875007,0.0022141873585542625,26.07890557467345,27.685112882454014,27.632589613686662,22.386164394555273,27.552347698564994,26.547856330762873,27.552347698564994,26.547856330762873
18,baboon256,0.05,3,0.0024544970480942898,0.0017002250254755417,0.0017216959859742101,0.005681280314659839,0.0017409947991827962,0.0021981286930450473,0.0017409947991827962,0.0021981286930450473,26.10037485868912,27.694935957659,27.640435330624396,22.455537820822542,27.592025262345278,26.57946884686329,27.592025262345278,26.57946884686329
19,baboon256,0.05,4,0.0024738509121968906,0.001704438309465374,0.001726799988337019,0.00569962633747884,0.0017477241928276507,0.002208195436115536,0.001747724192824058,0.002208195436115536,26.066264768820012,27.684187130291768,27.627579629490388,22.44153615360907,27.575271020127396,26.559624920522484,27.575271020136327,26.559624920522484
20,baboon256,0.1,0,0.009634804102731771,0.004832214812491068,0.004829645221926055,0.009988912140486582,0.0048180442395296535,0.006798918288353277,0.0048180442395296535,0.006798918288353277,20.16157111103755,23.158537677218018,23.16084770660257,20.004818067799626,23.171292166051302,21.675601782891224,23.171292166051302,21.675601782891224
21,baboon256,0.1,1,0.009629362373694461,0.004905879413369628,0.004862257075049192,0.009975931613556482,0.004839352126330162,0.006885948580444852,0.004839352126330162,0.006885948580444852,20.164024695477522,23.092831309669315,23.131620830649187,20.01046536670337,23.152127761227703,21.620362246334423,23.152127761227703,21.620362246334423
22,baboon256,0.1,2,0.009641054409525078,0.0048747984733934204,0.004840324757184021,0.010059301143872268,0.004858352875382908,0.0068638640685676905,0.004858352875382908,0.0068638640685676905,20.158754661805013,23.120433335453967,23.151254987850525,19.97432190244567,23.13510944395871,21.634313258084653,23.13510944395871,21.634313258084653
23,baboon256,0.1,3,0.009592054067394289,0.004887294835045987,0.004825753260055512,0.009972022452784567,0.004822764847066515,0.0068546776008582555,0.004822764847162228,0.0068546776008582555,20.180883819207995,23.109314605684755,23.16434887262664,20.01216752319341,23.16703913303318,21.64012966762273,23.167039132946993,21.64012966762273
24,baboon256,0.1,4,0.009671813448984858,0.004884149826991479,0.004849929650420283,0.010000559915752863,0.004825074860463948,0.006933600595407641,0.0048250748604677885,0.006933600595407641,20.14492088786843,23.11211022033135,23.142645609144083,19.999756838485638,23.164959442405618,21.590411791501158,23.164959442402164,21.590411791501158
25,baboon256,0.2,0,0.03501526138631294,0.013000720276687241,0.013122412828959052,0.01806451534619472,0.012309813961841769,0.01590869328453345,0.01230981396192101,0.01590869328453345,14.557426273279946,18.860325858835317,18.819863035305065,17.43173685648506,19.09748510509469,17.983654911656537,19.097485105066735,17.983654911656537
